source_site,food_class,query,recipe_name,ingredients_text,calories,protein,fat,carbs,source_url,scraped_at,normalized_recipe_name,normalized_source_url,drop_reason
bbc_good_food,pasta,chicken pasta,Chicken & broccoli pasta bake,"350g pasta shells or quills 200g broccoli cut into very small florets and the stems thinly sliced 2 tbsp olive oil 350g boneless, skinless chicken breasts, thinly sliced 175g chestnut mushrooms quartered 4 tbsp sundried tomato paste 80g soft cheese with garlic and herbs 284ml carton single cream bunch of spring onions finely sliced 85g mature cheddar grated 1 garlic clove finely chopped 50g flaked almonds",764.0,4637.0,34.0,65.0,https://www.bbcgoodfood.com/recipes/chicken-broccoli-pasta-bake,2026-05-12 00:43:29,chicken broccoli pasta bake,https www bbcgoodfood com recipes chicken-broccoli-pasta-bake,protein_outlier
bbc_good_food,pasta,chicken pasta,Roasted pepper sauce for pasta or chicken,3 red peppers 2 peeled red onions 1 tbsp oil ½ tsp dried thyme 500g passata,115.0,3.0,4.0,19.0,https://www.bbcgoodfood.com/recipes/roasted-pepper-sauce-pasta-or-chicken,2026-05-12 00:43:36,roasted pepper sauce for pasta or chicken,https www bbcgoodfood com recipes roasted-pepper-sauce-pasta-or-chicken,pasta_sauce_only
bbc_good_food,rice,rice,Rice pudding,100g pudding rice 50g butter for the dish 50g sugar 700ml semi-skimmed milk pinch of grated nutmeg or strip lemon zest 1 bay leaf or strip lemon zest,214.0,8.0,3.0,40.0,https://www.bbcgoodfood.com/recipes/a-nice-rice-pudding,2026-05-12 00:44:08,rice pudding,https www bbcgoodfood com recipes a-nice-rice-pudding,rice_dessert
bbc_good_food,rice,rice,Classic rice pudding,"butter for the dish 130g pudding rice 70g caster sugar 2 tsp vanilla bean paste or 1 vanilla pod, split and seeds scraped out 800ml whole milk 170ml double cream grating of nutmeg fruit jam of your choice, to serve (strawberry or apricot work well)",358.0,6.0,21.0,36.0,https://www.bbcgoodfood.com/recipes/baked-rice-pudding,2026-05-12 00:44:11,classic rice pudding,https www bbcgoodfood com recipes baked-rice-pudding,rice_dessert
bbc_good_food,rice,rice,How to make cauliflower rice,1 medium cauliflower good handful coriander chopped cumin seeds toasted (optional),58.0,5.0,1.0,4.0,https://www.bbcgoodfood.com/recipes/cauliflower-rice,2026-05-12 00:44:25,how to make cauliflower rice,https www bbcgoodfood com recipes cauliflower-rice,cauliflower_rice_not_rice
bbc_good_food,chicken,chicken,Chicken pasta bake,"4 tbsp olive oil 1 onion finely chopped 2 garlic cloves crushed ¼ tsp chilli flakes 2 x 400g cans chopped tomatoes 1 tsp caster sugar 6 tbsp mascarpone 4 skinless chicken breasts, sliced into strips 300g penne 70g mature cheddar grated 50g grated mozzarella ½ small bunch of parsley finely chopped",575.0,33.0,30.0,41.0,https://www.bbcgoodfood.com/recipes/chicken-pasta-bake,2026-05-12 00:45:30,chicken pasta bake,https www bbcgoodfood com recipes chicken-pasta-bake,chicken_pasta_belongs_to_pasta
bbc_good_food,chicken,chicken,Chicken satay salad,"1 tbsp tamari 1 tsp medium curry powder ¼ tsp ground cumin 1 garlic clove finely grated 1 tsp clear honey 2 skinless chicken breast fillets (or use turkey breast) 1 tbsp crunchy peanut butter (choose a sugar-free version with no palm oil, if possible) 1 tbsp sweet chilli sauce 1 tbsp lime juice sunflower oil for wiping the pan 2 Little Gem lettuce hearts, cut into wedges ¼ cucumber halved and sliced 1 banana shallot halved and thinly sliced coriander chopped seeds from ½ pomegranate",353.0,38.0,10.0,24.0,https://www.bbcgoodfood.com/recipes/chicken-satay-salad,2026-05-12 00:45:39,chicken satay salad,https www bbcgoodfood com recipes chicken-satay-salad,chicken_salad_belongs_to_salad
bbc_good_food,chicken,chicken,Cajun chicken pasta,"1 tbsp olive oil 400g chicken breasts chopped into large chunks 3 garlic cloves finely chopped or grated 2 tbsp Cajun-style seasoning 400g can chopped tomatoes or passata 1 chicken stock cube crumbled 500g penne or another tube- shaped pasta 150ml double cream 20g parmesan finely grated, plus extra to serve ½ lemon juiced chopped parsley to serve (optional)",555.0,28.0,20.0,63.0,https://www.bbcgoodfood.com/recipes/cajun-chicken-one-pot,2026-05-12 00:45:49,cajun chicken pasta,https www bbcgoodfood com recipes cajun-chicken-one-pot,chicken_pasta_belongs_to_pasta
bbc_good_food,chicken,chicken,Chicken & bacon pasta,"2 tbsp  olive oil 1 tbsp  butter 1 onion finely chopped 1 large  garlic clove finely grated 200ml  double cream 100g  mascarpone 75g  parmesan finely grated 1 chicken stock cube 2 cooked  chicken breasts (about 210g), shredded 8 rashers cooked  streaky bacon (about 25g), roughly chopped 300g  tagliatelle ¼ small bunch of parsley finely chopped green salad to serve",857.0,35.0,58.0,46.0,https://www.bbcgoodfood.com/recipes/chicken-bacon-pasta,2026-05-12 00:45:58,chicken bacon pasta,https www bbcgoodfood com recipes chicken-bacon-pasta,chicken_pasta_belongs_to_pasta
bbc_good_food,chicken,grilled chicken,Cajun grilled chicken with lime black-eyed bean salad & guacamole,"1 tsp rapeseed oil ½ tsp dried oregano ½ tsp dried thyme 1 tsp smoked or regular paprika ¼ tsp cayenne pepper 1 garlic clove finely chopped 4 skinless, boneless chicken breasts (each weighing 140g) 200g black-eyed bean from a can, drained (or butter or cannellini beans) 2 tomatoes deseeded and diced 85g sweetcorn from a can, drained 2 spring onions trimmed and finely chopped 25g semi-dried tomato in oil from a jar, roughly chopped zest and juice 1 lime small handful coriander finely chopped 1 avocado stoned and peeled ¼ red chilli deseeded and finely chopped ½ tbsp olive oil juice 1  lime small handful coriander finely chopped",491.0,48.0,20.0,30.0,https://www.bbcgoodfood.com/recipes/cajun-grilled-chicken-lime-black-eyed-bean-salad-guacamole,2026-05-12 00:46:13,cajun grilled chicken with lime black-eyed bean salad guacamole,https www bbcgoodfood com recipes cajun-grilled-chicken-lime-black-eyed-bean-salad-guacamole,chicken_salad_belongs_to_salad
bbc_good_food,chicken,grilled chicken,"Grilled peach, chicken & feta salad",400g pack mini chicken fillet 3 tbsp olive oil 4 ripe peaches stoned and cut into quarters 4 tsp sherry vinegar 1 tbsp clear honey 1 red chilli finely chopped 110g bag herb salad 100g feta cheese crumbled,302.0,29.0,15.0,13.0,https://www.bbcgoodfood.com/recipes/grilled-peach-chicken-feta-salad,2026-05-12 00:46:26,grilled peach chicken feta salad,https www bbcgoodfood com recipes grilled-peach-chicken-feta-salad,chicken_salad_belongs_to_salad
bbc_good_food,chicken,grilled chicken,"Chicken, spinach & bacon alfredo pasta bake","6 smoked streaky bacon rashers 1 tbsp olive oil 4 boneless, skinless chicken thighs ½ tsp dried oregano 3 garlic cloves crushed 1 chicken stock cube 1 heaped tbsp plain flour 300ml double cream 500g short  pasta (we used rigatoni) 100g parmesan grated 2 tsp  Dijon mustard 100g baby spinach roughly chopped large handful of fresh or dried breadcrumbs 3 tomatoes chopped",757.0,30.0,43.0,60.0,https://www.bbcgoodfood.com/recipes/chicken-spinach-bacon-alfredo-pasta-bake,2026-05-12 00:46:41,chicken spinach bacon alfredo pasta bake,https www bbcgoodfood com recipes chicken-spinach-bacon-alfredo-pasta-bake,chicken_pasta_belongs_to_pasta
bbc_good_food,salad,salad,Easy salad dressing,1 tbsp Djion mustard 100ml olive oil 2 tbsp white wine vinegar small pinch  sugar,214.0,0.4,23.0,1.0,https://www.bbcgoodfood.com/recipes/easy-salad-dressing,2026-05-12 00:47:21,easy salad dressing,https www bbcgoodfood com recipes easy-salad-dressing,salad_dressing_only
bbc_good_food,salad,salad,Caesar salad dressing,1 garlic clove 2 anchovies in oil 15g parmesan 5 tbsp mayonnaise 1 tbsp white wine vinegar,148.0,2.0,15.0,1.0,https://www.bbcgoodfood.com/recipes/caesar-salad-dressing,2026-05-12 00:47:24,caesar salad dressing,https www bbcgoodfood com recipes caesar-salad-dressing,salad_dressing_only
bbc_good_food,salad,caesar salad,Caesar salad wrap,1 small garlic clove or 1 tsp garlic granules 2 anchovies in oil 4 tbsp mayonnaise 15g parmesan grated 1 tsp Dijon mustard 2 tsp giardiniera pickling liquid 2 large flour tortillas 1 leftover garlic &amp; parmesan breaded chicken breast sliced (see recipe below) 1 romaine lettuce roughly chopped 75g leftover giardiniera roughly chopped,722.0,40.0,37.0,53.0,https://www.bbcgoodfood.com/recipes/caesar-salad-wrap,2026-05-12 00:47:51,caesar salad wrap,https www bbcgoodfood com recipes caesar-salad-wrap,salad_wrap_not_salad
bbc_good_food,salad,caesar salad,Caesar salad burgers,"2 skinless chicken breasts halved lengthways 2 tsp olive oil juice 1  lemon 4 bread rolls, cut in half 3 tbsp crème fraîche 2 hard-boiled eggs sliced 1 Little Gem lettuce chopped punnet of salad cress snipped 25g parmesan shaved",383.0,26.0,20.0,24.0,https://www.bbcgoodfood.com/recipes/caesar-salad-burgers,2026-05-12 00:48:00,caesar salad burgers,https www bbcgoodfood com recipes caesar-salad-burgers,salad_burger_not_salad
bbc_good_food,salad,caesar salad,Chicken & bacon caesar salad,"4 rindless streaky bacon rashers 225g bag ready-to-eat caesar  salad (with croûtons, dressing) 1 ripe avocado 2 cooked chicken breasts any skin and bones removed",530.0,39.0,,,https://www.bbcgoodfood.com/recipes/chicken-bacon-caesar-salad,2026-05-12 00:48:09,chicken bacon caesar salad,https www bbcgoodfood com recipes chicken-bacon-caesar-salad,missing_nutrition
bbc_good_food,sandwich,sandwich,Rhubarb & custard sandwich biscuits,175g unsalted butter cubed 50g caster sugar 50g icing sugar ¼ tsp fine sea salt 250g plain flour plus extra for dusting 50g custard powder 2 egg yolks 1 tbsp vanilla bean paste 200g rhubarb trimmed and chopped 200g caster sugar ¼ lemon juiced,237.0,2.0,10.0,34.0,https://www.bbcgoodfood.com/recipes/rhubarb-custard-sandwich-biscuits,2026-05-12 00:48:55,rhubarb custard sandwich biscuits,https www bbcgoodfood com recipes rhubarb-custard-sandwich-biscuits,dessert_sandwich
bbc_good_food,sandwich,sandwich,Luscious lemon & raspberry sandwich,450g pot gluten-free lemon curd yogurt 150ml sunflower oil 3 large eggs 300g golden caster sugar 300g gluten-free  self-raising flour blend 25g ground polenta 1 tsp xanthan gum 1 tsp gluten-free  baking powder 150g pack raspberries 170ml pot double cream 50g icing sugar sifted zest 1  lemon plus 1 tbsp juice,577.0,6.0,31.0,68.0,https://www.bbcgoodfood.com/recipes/luscious-lemon-raspberry-sandwich,2026-05-12 00:48:59,luscious lemon raspberry sandwich,https www bbcgoodfood com recipes luscious-lemon-raspberry-sandwich,dessert_sandwich
bbc_good_food,sandwich,sandwich,Air fryer ice cream cookie sandwich,75g butter softened 40g light brown soft sugar 40g caster sugar 1 tsp vanilla extract 1 egg 150g plain flour ¼ tsp bicarbonate of soda 100g plain chocolate chips 4 scoops vanilla ice cream,606.0,8.0,29.0,76.0,https://www.bbcgoodfood.com/recipes/air-fryer-ice-cream-cookie-sandwich,2026-05-12 00:49:05,air fryer ice cream cookie sandwich,https www bbcgoodfood com recipes air-fryer-ice-cream-cookie-sandwich,dessert_sandwich
bbc_good_food,sandwich,sandwich,Ginger cookie sandwiches with lemon mascarpone,"100g unsalted butter melted 50g golden caster sugar 100g light brown soft sugar 25g black treacle 1 large egg ½ tsp vanilla extract ¼ tsp bicarbonate of soda 175g gluten-free flour blend (I used Doves Farm) 1 tbsp ground ginger ½ tsp ground black pepper ¼ tsp ground nutmeg ¼ tsp ground cloves ¼ tsp ground cardamom (the seeds from 3 pods, crushed – see tip) 75g demerara sugar to coat 175g mascarpone 85g lemon curd",227.0,2.0,12.0,28.0,https://www.bbcgoodfood.com/recipes/ginger-cookie-sandwiches-lemon-mascarpone,2026-05-12 00:49:11,ginger cookie sandwiches with lemon mascarpone,https www bbcgoodfood com recipes ginger-cookie-sandwiches-lemon-mascarpone,dessert_sandwich
bbc_good_food,sandwich,sandwich,Chocolate peanut butter shortbread sandwiches,"150g golden icing sugar 225g butter at room temperature 300g plain flour sifted, plus extra for dusting 55g cocoa powder sifted 300g golden icing sugar 50g butter at room temperature 100g smooth peanut butter 2-3 tbsp milk",363.0,2.0,18.0,44.0,https://www.bbcgoodfood.com/recipes/chocolate-peanut-butter-shortbread-sandwiches,2026-05-12 00:49:12,chocolate peanut butter shortbread sandwiches,https www bbcgoodfood com recipes chocolate-peanut-butter-shortbread-sandwiches,dessert_sandwich
bbc_good_food,sushi,sushi,Perfect sushi rice,"120ml rice vinegar or brown rice vinegar 3 tbsp sugar seasoning, to taste (optional) 1 tbsp sea salt 450g Japanese rice (3 Japanese cups) 550g/ml water",432.0,6.0,1.0,99.0,https://www.bbcgoodfood.com/recipes/sushi-rice,2026-05-12 00:51:45,perfect sushi rice,https www bbcgoodfood com recipes sushi-rice,sushi_rice_only
bbc_good_food,sushi,sushi,Sweet sushi,"45g butter 280g marshmallows 340g crispy rice cereal 10 cola belts 50g dark or milk chocolate melted 50g millions 50g apricot jam 2 red pencil sweets 2 green pencil sweets 100g ready-to-roll fondant icing orange, red and purple food colouring white and green food colouring powder 25g black treacle",168.0,2.0,3.0,33.0,https://www.bbcgoodfood.com/recipes/sweet-sushi,2026-05-12 00:51:56,sweet sushi,https www bbcgoodfood com recipes sweet-sushi,sweet_sushi_dessert
bbc_good_food,steak,steak,Easy steak pie,3 tbsp sunflower oil 1kg  braising steak diced 2 onions roughly chopped 3 tbsp plain flour 1 tbsp tomato ketchup 2 beef stock cubes mixed with 600ml boiling water 375g sheet of  ready-rolled puff pastry 1 egg yolk beaten,611.0,39.0,36.0,32.0,https://www.bbcgoodfood.com/recipes/easy-steak-pie,2026-05-12 00:54:21,easy steak pie,https www bbcgoodfood com recipes easy-steak-pie,steak_pie_not_steak_plate
bbc_good_food,steak,steak,Next level steak & ale pie,"1 tbsp vegetable oil 100g smoked bacon lardons or smoked bacon, chopped 1kg beef shin, cut into large chunks 2 onions roughly chopped 3 carrots peeled and cut into large chunks 3 tbsp plain flour 1 tbsp tomato purée 1 tsp malt or red wine vinegar 1 tsp brown miso paste (optional) 400ml sweet brown ale 600ml beef stock made from 2 stock cubes few thyme sprigs, stalks and leaves separated 2 bay leaves 700g plain flour plus extra for dusting 2 tsp English mustard powder 150g lard 150g butter plus extra for the dish 2 egg yolks beaten",939.0,38.0,49.0,80.0,https://www.bbcgoodfood.com/recipes/steak-ale-pie,2026-05-12 00:54:23,next level steak ale pie,https www bbcgoodfood com recipes steak-ale-pie,steak_pie_not_steak_plate
bbc_good_food,steak,steak,Air fryer steak,2 rib-eye steaks around 260g each and 3cm thick 1 tsp oil,523.0,46.0,37.0,,https://www.bbcgoodfood.com/recipes/air-fryer-steak,2026-05-12 00:54:27,air fryer steak,https www bbcgoodfood com recipes air-fryer-steak,missing_nutrition
bbc_good_food,steak,steak,Spanish pork shoulder steaks with beans,"3 garlic cloves 1 crushed, 2 sliced 2 tbsp rapeseed oil 4 tsp smoked paprika 4 lean pork shoulder steaks (525g), trimmed of any fat 2 large onions (340g), halved and sliced 325g carrots (about 6), diced 2 tbsp sherry vinegar 2 red peppers deseeded and chopped 1 tbsp vegetable bouillon powder made up to 500ml with boiling water 3 rosemary sprigs leaves picked and finely chopped 200g whole cherry tomatoes 2 tbsp tomato purée 2 x 400g cans butter beans drained ⅓ x 30g pack parsley chopped squeeze of lemon (optional)",454.0,39.0,14.0,35.0,https://www.bbcgoodfood.com/recipes/spanish-pork-beans,2026-05-12 00:54:29,spanish pork shoulder steaks with beans,https www bbcgoodfood com recipes spanish-pork-beans,pork_steak_not_target
bbc_good_food,steak,steak,Fruity pork steaks,4 boneless pork loin steaks trimmed of any fat 2 tsp Chinese five-spice powder 1 tbsp sunflower oil 1 large red onion cut into thin wedges through the root 4 red apples cored and cut into eighths 2 tbsp redcurrant jelly 1 tbsp red wine vinegar or cider vinegar 200ml chicken stock,304.0,33.0,9.0,25.0,https://www.bbcgoodfood.com/recipes/fruity-pork-steaks,2026-05-12 00:54:38,fruity pork steaks,https www bbcgoodfood com recipes fruity-pork-steaks,pork_steak_not_target
bbc_good_food,steak,steak,Steak & kidney pudding,"2½ tbsp dripping or vegetable oil 2 onions halved and sliced 1 large carrot diced 2 bay leaves 2 tbsp plain flour 1 tsp English mustard 400g diced lean stewing steak 2 kidneys (about 150g), halved, cored and cut into chunks 200ml stout 200ml strong beef stock mashed potato and greens, to serve 300g plain flour 1 tsp baking powder 150g beef suet soft butter for greasing chopped parsley (optional)",904.0,40.0,45.0,79.0,https://www.bbcgoodfood.com/recipes/steak-kidney-pudding,2026-05-12 00:54:45,steak kidney pudding,https www bbcgoodfood com recipes steak-kidney-pudding,steak_pudding_not_steak_plate
bbc_good_food,steak,steak,Seared tuna steak,2 thick tuna steaks olive oil for brushing,225.0,44.0,6.0,,https://www.bbcgoodfood.com/recipes/seared-tuna-steak,2026-05-12 00:55:00,seared tuna steak,https www bbcgoodfood com recipes seared-tuna-steak,missing_nutrition|tuna_steak_not_target
